"Name","Placement","week2","week3","week4","week5","week6","week7","week8","week9","week10","week11","week12","week13","week14"
"Rick Devens",4,0.0256089563000472,0.0593750906472689,0.0558368835382473,0.0392395839796963,0.0366615260436032,0.127237312639364,"0.133682061563797","0.0865772877324351","0.130306665235065","0.234411054435938","0.310318549735456","0.29978536355518","0.470903688594476"
"Lauren O'Connell",5,0.0237072324687883,0.0691218916164067,0.106090377894732,0.190151045353653,0.22779156783134,0.178845514092789,"0.180646968394983","0.229703592688733","0.166489267235134","0.0886014114198356","0.172230727250512","0.216910805517322","0.133620094157552"
"Kelley Wentworth",10,0.106893383179941,0.0339838390704638,0.101914502624251,0.147500785805797,0.143442256651387,0.15333164658842,"0.171011966818078","0.239922691140115","0.285051691239893","0.0436593289833667","0.0379546648535371","0.013182013985518","0.01109735670291"
"Aurora McCreary",7,0.098248446328039,0.0117351507875797,0.0218053462342595,0.0181207416665179,0.0223175486956873,0.0205814620206076,"0.0190565484364368","0.0664018363256838","0.0395976210924669","0.169800192823368","0.0845844800818727","0.134789640472866","0.0200193013209169"
"Julie Rosenberg",3,0.0624844875123553,0.100442858647356,0.107651526921688,0.114471603487115,0.133779961654975,0.158841782136905,"0.158275263646681","0.0823781678491007","0.0399245198193992","0.134875175836292","0.13614590727533","0.131759230973275","0.102256720830079"
"Ron Clark",8,0.0207436674494733,0.048619510078307,0.0467181437888665,0.0372564707550739,0.0505729520613833,0.0456007065640704,"0.0806641940872598","0.0515227003277807","0.0433422196421251","0.0944201559382039","0.0875351012465803","0.00975226039756855","0.00782507101254319"
"David Wright",11,0.0602447667067872,0.100095352674542,0.0676363074246243,0.0353356398024402,0.0204891173866814,0.0222052046794778,"0.0374606329474921","0.0359340450845665","0.100518686706054","0.010723534411606","0.0151158258426241","0.00961910737397044","0.0141522510358254"
"Dan 'The Wardog' DaSilva",9,0.0256089563000472,0.00668820813637459,0.0181191644249045,0.0350701597566387,0.0519656690769777,0.0318111672808015,"0.0412510051316101","0.026027249984378","0.062291628869644","0.0826843292510421","0.0143491362225748","0.00871597041795803","0.00775981221558452"
"Gavin Whitson",2,0.0509106911670655,0.059463083769023,0.0455978491561465,0.0270192021478312,0.0395480573262213,0.0323650824146092,"0.0237705589296021","0.0148319955568257","0.0234322098633162","0.0154329574471071","0.0313181095451999","0.0955765497127249","0.111984857868779"
"Victoria Baamonde",6,0.0287736408125201,0.0317292447178896,0.00873803812580125,0.0196954270835584,0.0102549768304811,0.0411458522403684,"0.0571707479476326","0.0786223890335739","0.0825271978528942","0.112403652301312","0.0970978825842178","0.0715690970617404","0.0951259832718039"
"Joe Anglim",14,0.177805670246752,0.157084978705557,0.187965583171057,0.118868871981442,0.133319100572006,0.101059358028571,"0.00492691283215784","0.00269401727755051","0.00417209482991066","0.000754523022548141","0.00360228896289206","0.00454036787546572","0.0118301165570074"
"Julia Carter",12,0.0287736408125201,0.00561765761221267,0.0126285572084752,0.0160232467158016,0.0158440871516698,0.0121617741712048,"0.0207740639741954","0.074244248410438","0.00421019032652388","0.00514995996889137","0.00264662136332808","0.00153503104543812","0.00432838243014275"
"Chris Underwood",1,0.0320656948104694,0.0406346431766694,0.00474974365520299,0.00336441935536382,0.00315945733024863,0.000987733581591174,"0.00270304030149485","0.00160188053782354","0.00968114268082991","0.00388702603065881","0.00285529619318929","0.000710880915936315","0.00145472511477687"
"Aubry Bracco",15,0.0909107276720213,0.0163780131515617,0.0889845423764492,0.0701796377490497,0.00390805126946932,0.00374503833503915,"0.00488685320088172","0.0047616761806515","0.0030842186598995","0.00113012908351654","0.00128233757287145","0.000638339241302475","0.000475534038193934"
"Reem Daly",18,0.000293008865177742,0.00570201139749951,0.00678697325796352,0.00478206146761085,0.00909179210108687,0.0031160237983322,"0.00431136182069347","0.00191059082946544","0.00206239793689774","0.000804738718593927","0.00199309559065586","0.000630248591098585","0.00636502599894643"
"Eric Hafemann",13,0.130479721882217,0.221003141912767,0.0854305966882503,0.107312378638314,0.0895844982982673,0.0669643414278482,"0.0594078199670042","0.00286563104087795","0.00330824800994638","0.00126183032771918","0.000969975679158418","0.000285092862635207","0.000801078850463095"
"Wendy Diaz",19,0.00136062818159789,0.0194763347903476,0.00208813623356786,0,0.00419450644838526,0,"","","","","","",""
"Keith Sowell",20,0.0350866793041801,0.0128489891081736,0.0312577272755128,0.0156087242540967,0.00407487327012942,0,"","","","","","",""
