"Name","Placement","week2","week3","week4","week5","week6","week7","week8","week9","week10","week11","week12","week13","week14"
"Wendell Holland",1,"0.176803045524796","0.0336671943998355","0.0546792608693115","0.0685075786927008","0.130590730970791","0.0887290453412737","0.105798868883035","0.208635747179565","0.377943398921773","0.300659097456561","0.326336122022631","0.367945585470364","0.403553610435464"
"Domenick Abbate",2,"0.022097812903661","0.0999843818376629","0.150661771530977","0.170752120074556","0.131580179731059","0.116224192453394","0.155568675812874","0.225650680913572","0.157765957971755","0.295355183305431","0.332979418558686","0.264250737465347","0.367609614396289"
"Donathan Hurley",5,"0.044509212932265","0.028935722695657","0.0478217681099652","0.0306003230805691","0.037676144075975","0.0458762977615391","0.0593662730910986","0.0354136540597909","0.0464599408328337","0.153584107225577","0.169155137188751","0.125013148065136","0.0685477358255093"
"Laurel Johnson",3,"0.0381732923552729","0.0275269537764444","0.0322547319945404","0.0454336615753893","0.0728211236452309","0.151920723832217","0.0658374569859912","0.0182547158854135","0.058855253662576","0.0986643597290879","0.0523666273862958","0.101511096621413","0.137360953548432"
"Angela Perkins",4,"0.0433909741117397","0.0282294482599253","0.036068213924524","0.057890072869403","0.0526508671934971","0.0460393611184296","0.0563295559721827","0.00697638114222607","0.0484154605471021","0.0504857244465723","0.0324551800945783","0.029796199874996","0.0204952952476922"
"Sebastian Noel",6,"0.0466354610952695","0.0284121530173093","0.0311969625454537","0.0253591516810445","0.0276481709629601","0.0367441715667079","0.0527710555485354","0.0311103501560329","0.00426257495996372","0.0030317538528124","0.0105732329151291","0.00336578355259123","0.002432790546613"
"Kellyn Bechtold",7,"0.0406055558680097","0.0278537134764132","0.0307155891195956","0.181261537098417","0.149630189850535","0.121915111865992","0.140652899287326","0.131513971554593","0.087547107347256","0.033424296037055","0.074276224162201","0.108117448950153",""
"Chelsea Townsend",8,"0.0433909741117397","0.0282294482599253","0.0232225086281234","0.0189317176075527","0.0313058488903626","0.0277232515931272","0.0542297127381033","0.0321686612623831","0.0231689160832607","0.00220038570311426","0.00185805767172766","",""
"Michael Yerger",9,"0.176803045524796","0.136535296107032","0.0626148495971059","0.040093441313881","0.0491944661110159","0.0692842009440064","0.0614710328464959","0.0399612881725555","0.0857583630397999","0.0495739188048404","","",""
"Jenna Bowman",10,"0.0381732923552729","0.0736841187273089","0.101990167057397","0.0496614617827427","0.117417039692285","0.143838007023064","0.105765178601924","0.195069284133598","0.0793849390434082","0.0130211734389487","","",""
"Desiree Afuye",11,"0.0415647481380851","0.103760397469951","0.034742931514906","0.0149243207079245","0.0254819211059221","0.0226671340483628","0.0485315362748932","0.0450535332747129","0.0304380875902719","","","",""
"Libby Vincek",12,"0.0433909741117397","0.0293289026599936","0.052327164325528","0.0475581981596634","0.0617352184349639","0.0817125793470874","0.0531961463952915","0.0301917322655569","","","","",""
"Chris Noble",13,"0.0177037117963496","0.0370464078295434","0.0250203737116787","0.0302263004267504","0.0150883175736626","0.0196970859695477","0.0404816075622484","","","","","",""
"Bradley Kleihege",14,"0.0259584915416835","0.0243978907826685","0.0529921696312887","0.0231915911088897","0.0376859330012697","0.0276288371352502","","","","","","",""
"James Lim",15,"0.0253726304105915","0.064684198819454","0.0799132571064666","0.0304548700996985","0.0594938487604706","","","","","","","",""
"Stephanie Johnson",16,"0.0570918477233242","0.121647669756643","0.160126170048393","0.165153653720818","","","","","","","","",""
"Brendan Shapiro",17,"0.0466354610952695","0.0271829569004521","0.0236521102847451","","","","","","","","","",""
"Morgan Ricke",18,"0.055467339618041","0.0788931452237807","","","","","","","","","","",""
"Jacob Derwin",19,"0.0162321287820942","","","","","","","","","","","",""
"Stephanie Gonzalez",20,"","","","","","","","","","","","",""
