FirstName,LastName,Nickname,Name,Sex,SeasonNumber,SeasonName,SeasonType,ReturneeFlag,ReturneeSeasonFlag,Archetype,Placement,Winner,week1_rating,week1_tone,week1_visibility,week2_rating,week2_tone,week2_visibility,week3_rating,week3_tone,week3_visibility,week4_rating,week4_tone,week4_visibility,week5_rating,week5_tone,week5_visibility,week6_rating,week6_tone,week6_visibility,week7_rating,week7_tone,week7_visibility,week8_rating,week8_tone,week8_visibility,week9_rating,week9_tone,week9_visibility,week10_rating,week10_tone,week10_visibility,week11_rating,week11_tone,week11_visibility,week12_rating,week12_tone,week12_visibility,week13_rating,week13_tone,week13_visibility,week14_rating,week14_tone,week14_visibility,week15_rating,week15_tone,week15_visibility
Anna,Khait,,Anna Khait,F,32,Kaoh Rong: BBB2,Newbie,N,N,Siren,13,0,CP,O,4,INV,O,1,CP,O,2,UTR,P,1,CP,O,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Alecia,Holden,,Alecia Holden,F,32,Kaoh Rong: BBB2,Newbie,N,N,Erin Brockovich,14,0,OTT,N,4,CP,M,5,MOR,O,4,OTT,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Caleb,Reynolds,,Caleb Reynolds,M,32,Kaoh Rong: BBB2,Newbie,N,N,Good Ol' Boy,15,0,OTT,P,3,OTT,P,3,MOR,P,2,OTT,P,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Liz,Markham,,Liz Markham,F,32,Kaoh Rong: BBB2,Newbie,N,N,Meredith Grey,16,0,MOR,O,3,MOR,M,3,CP,N,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jennifer,Lanzetti,,Jennifer Lanzetti,F,32,Kaoh Rong: BBB2,Newbie,N,N,I Can See Your Periscope,17,0,OTT,P,2,CP,M,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Darnell,Hamilton,,Darnell Hamilton,M,32,Kaoh Rong: BBB2,Newbie,N,N,John McClane,18,0,OTT,M,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Adam,Klein,,Adam Klein,M,33,Millennials vs Gen X,Newbie,N,N,Ponyboy,1,1,MOR,O,3,UTR,O,2,CP,O,4,CP,P,5,CP,P,3,CP,O,4,MOR,O,2,CP,N,5,CP,N,4,OTT,P,3,MOR,O,2,OTT,P,5,CP,P,5,CP,P,4,,,
Hannah,Shapiro,,Hannah Shapiro,F,33,Millennials vs Gen X,Newbie,N,N,Chelsea Handler,2,0,CP,O,3,OTT,O,3,OTT,N,2,UTR,O,1,INV,O,1,CP,P,3,CP,O,4,CP,O,3,CP,P,3,OTT,P,3,CP,O,4,MOR,O,2,CP,O,3,CP,M,4,,,
Ken,McNickle,,Ken McNickle,M,33,Millennials vs Gen X,Newbie,N,N,Mr. Miyagi,2,0,MOR,P,2,CP,P,4,CP,P,4,CP,O,5,CP,P,3,CP,O,4,UTR,O,1,UTR,O,1,UTR,O,1,UTR,P,2,MOR,O,2,CP,M,3,MOR,O,2,MOR,M,3,,,
David,Wright,,David Wright,M,33,Millennials vs Gen X,Newbie,N,N,Social Butterfly (Perez Hilton),4,0,OTT,M,5,CP,M,5,CP,O,5,CP,O,5,CP,M,5,UTR,O,2,CP,M,3,CP,O,3,CP,O,3,CP,P,5,CP,O,5,CP,O,3,CP,O,3,CP,P,3,,,
Bret,LaBelle,,Bret LaBelle,M,33,Millennials vs Gen X,Newbie,N,N,John McClane,5,0,MOR,O,4,UTR,O,1,UTR,O,2,MOR,O,2,MOR,N,3,UTR,O,1,CP,M,3,MOR,O,3,OTT,O,3,MOR,O,3,CP,M,5,UTR,O,1,CP,O,3,OTT,O,3,,,
Jay,Starrett,,Jay Starrett,M,33,Millennials vs Gen X,Newbie,N,N,Seduce and Destroy,6,0,MOR,N,3,CP,O,4,MOR,O,2,UTR,O,2,MOR,O,3,CP,P,3,CP,O,5,MOR,M,4,CP,N,5,CP,O,3,MOR,O,2,MOR,P,4,CP,P,5,CP,M,3,,,
Sunday,Burquest,,Sunday Burquest,F,33,Millennials vs Gen X,Newbie,N,N,Mommy Dearest,7,0,UTR,O,2,UTR,O,2,MOR,O,2,UTR,O,1,UTR,N,1,UTR,O,1,MOR,P,3,UTR,O,1,CP,O,3,UTR,O,2,UTR,O,1,UTR,O,1,UTR,O,1,E,E,0,,,
Will,Wahl,,Will Wahl,M,33,Millennials vs Gen X,Newbie,N,N,Heisenberg,8,0,UTR,O,2,UTR,O,2,UTR,O,1,INV,O,1,INV,O,1,UTR,O,1,MOR,O,3,MOR,P,3,MOR,O,2,MOR,O,2,UTR,O,1,OTT,O,5,CP,N,3,E,E,0,,,
Zeke,Smith,,Zeke Smith,M,33,Millennials vs Gen X,Newbie,N,N,Know-It-All,9,0,OTT,P,4,CP,O,3,MOR,O,2,UTR,O,2,MOR,O,4,CP,O,3,MOR,O,3,CP,O,4,UTR,O,1,CP,O,4,CP,M,5,CP,O,3,E,E,0,E,E,0,,,
Jessica,Lewis,,Jessica Lewis,F,33,Millennials vs Gen X,Newbie,N,N,Meredith Grey,10,0,CP,O,4,INV,O,1,CP,O,3,MOR,N,4,MOR,O,2,CP,O,3,CP,O,2,UTR,P,1,UTR,O,1,MOR,O,3,MOR,P,3,E,E,0,E,E,0,E,E,0,,,
Chris,Hammons,,Chris Hammons,M,33,Millennials vs Gen X,Newbie,N,N,Alpha Male Control Freak,11,0,MOR,O,4,MOR,O,2,MOR,O,3,MOR,M,4,CP,O,5,UTR,O,1,UTR,N,2,CP,O,3,MOR,O,2,CP,O,4,E,E,0,E,E,0,E,E,0,E,E,0,,,
Taylor,Stocker,,Taylor Stocker,M,33,Millennials vs Gen X,Newbie,N,N,Surfer Dude,12,0,OTT,N,3,OTT,N,3,MOR,O,3,OTT,O,1,OTT,N,3,OTT,N,4,OTT,M,3,OTT,N,5,OTT,M,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Michelle,Schubert,,Michelle Schubert,F,33,Millennials vs Gen X,Newbie,N,N,Little Red Riding Hood,13,0,MOR,O,2,CP,O,3,UTR,O,1,INV,O,1,CP,O,4,UTR,P,2,MOR,P,2,MOR,O,2,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Michaela,Bradshaw,,Michaela Bradshaw,F,33,Millennials vs Gen X,Newbie,N,N,Oh No You Didn't!,14,0,UTR,O,1,CP,M,5,CP,O,2,OTT,P,2,CP,M,3,OTT,M,3,CP,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Figgy,Figueroa,,Figgy Figueroa,F,33,Millennials vs Gen X,Newbie,N,N,Lady Gaga,15,0,CP,N,3,OTT,N,5,CP,N,3,UTR,O,1,CP,N,3,CP,M,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
CeCe,Taylor,,CeCe Taylor,F,33,Millennials vs Gen X,Newbie,N,N,Erin Brockovich,16,0,UTR,O,2,UTR,O,1,MOR,N,4,UTR,O,1,MOR,O,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Lucy,Huang,,Lucy Huang,F,33,Millennials vs Gen X,Newbie,N,N,Tough Old Broad,17,0,UTR,O,1,INV,O,1,UTR,O,1,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Paul,Wachter,,Paul Wachter,M,33,Millennials vs Gen X,Newbie,N,N,The Specialist,18,0,UTR,O,3,OTT,N,3,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Mari,Takahashi,,Mari Takahashi,F,33,Millennials vs Gen X,Newbie,N,N,Secretly Smart Bikini Babe,19,0,CP,O,3,MOR,O,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Rachel,Ako,,Rachel Ako,F,33,Millennials vs Gen X,Newbie,N,N,Siren,20,0,OTT,N,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Sarah,Lacina,,Sarah Lacina,F,34,Game Changers,All Returnee,Y,Y,Meredith Grey,1,1,MOR,O,2,CP,O,2,UTR,O,1,INV,O,1,CP,O,3,UTR,O,2,CP,P,5,MOR,P,2,CP,O,3,CP,P,5,CP,O,5,CP,O,3,CP,O,4,CP,M,4,,,
Brad,Culpepper,,Brad Culpepper,M,34,Game Changers,All Returnee,Y,Y,True Grit,2,0,MOR,O,2,UTR,O,1,CP,P,4,CP,P,5,MOR,P,3,CP,O,3,CP,P,3,CP,P,3,UTR,O,1,CP,O,3,CP,O,3,MOR,O,3,OTT,N,2,OTT,N,4,,,
Troyzan,Robertson,,Troyzan Robertson,M,34,Game Changers,All Returnee,Y,Y,Heisenberg,3,0,UTR,O,2,MOR,O,2,CP,P,4,UTR,N,1,MOR,O,2,MOR,O,2,UTR,O,1,UTR,O,1,UTR,O,1,UTR,O,2,UTR,O,1,UTR,O,1,UTR,O,1,UTR,O,1,,,
Tai,Trang,,Tai Trang,M,34,Game Changers,All Returnee,Y,Y,Mr. Miyagi,4,0,MOR,O,3,OTT,M,3,CP,O,4,CP,P,4,MOR,O,4,CP,M,5,MOR,P,3,MOR,P,3,OTT,P,3,UTR,O,1,MOR,O,2,MOR,O,2,MOR,O,3,CP,M,4,,,
Aubry,Bracco,,Aubry Bracco,F,34,Game Changers,All Returnee,Y,Y,Chelsea Handler,5,0,UTR,O,2,MOR,O,2,UTR,O,1,UTR,O,2,UTR,O,2,UTR,O,2,MOR,P,2,UTR,O,2,UTR,O,2,MOR,O,2,UTR,O,2,UTR,O,1,CP,P,3,MOR,O,2,,,
Cirie,Fields,,Cirie Fields,F,34,Game Changers,All Returnee,Y,Y,Mommy Dearest,6,0,CP,O,4,CP,M,3,CP,O,2,UTR,O,2,INV,O,1,UTR,O,1,MOR,P,2,CP,P,5,CP,P,5,OTT,P,4,CP,O,3,MOR,P,3,CP,O,5,OTT,P,2,,,
Michaela,Bradshaw,,Michaela Bradshaw,F,34,Game Changers,All Returnee,Y,Y,G.I. Jane,7,0,CP,N,4,MOR,O,3,UTR,O,2,UTR,O,1,OTT,M,5,UTR,O,1,UTR,O,1,CP,M,3,CP,O,2,OTT,N,2,CP,O,3,CP,M,5,MOR,O,3,E,E,0,,,
Andrea,Boehlke,,Andrea Boehlke,F,34,Game Changers,All Returnee,Y,Y,G.I. Jane,8,0,UTR,O,2,INV,O,1,UTR,N,2,UTR,O,2,UTR,O,1,UTR,O,2,UTR,P,2,UTR,O,2,CP,O,4,CP,O,4,CP,O,4,MOR,O,3,CP,O,3,E,E,0,,,
Sierra,Thomas,,Sierra Thomas,F,34,Game Changers,All Returnee,Y,Y,G.I. Jane,9,0,CP,O,2,INV,O,1,MOR,O,2,MOR,O,4,UTR,O,1,UTR,O,1,UTR,P,2,CP,N,5,MOR,O,2,CP,N,3,CP,O,3,CP,O,5,E,E,0,E,E,0,,,
Zeke,Smith,,Zeke Smith,M,34,Game Changers,All Returnee,Y,Y,Know-It-All,10,0,MOR,O,2,MOR,O,2,UTR,O,2,INV,O,1,UTR,O,1,CP,O,4,CP,P,5,CP,P,4,CP,N,5,CP,N,3,CP,M,4,E,E,0,E,E,0,E,E,0,,,
Debbie,Wanner,,Debbie Wanner,F,34,Game Changers,All Returnee,Y,Y,Tough Old Broad,11,0,UTR,O,2,CP,O,3,MOR,O,3,CP,O,4,OTT,N,5,OTT,M,5,MOR,P,3,MOR,O,3,CP,O,4,CP,N,4,E,E,0,E,E,0,E,E,0,E,E,0,,,
Ozzy,Lusth,,Ozzy Lusth,M,34,Game Changers,All Returnee,Y,Y,Surfer Dude,12,0,MOR,O,3,UTR,O,1,CP,O,2,CP,P,3,UTR,P,1,MOR,O,3,UTR,P,2,UTR,O,2,MOR,O,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Hali,Ford,,Hali Ford,F,34,Game Changers,All Returnee,Y,Y,Secretly Smart Bikini Babe,13,0,UTR,O,2,UTR,O,2,CP,O,3,CP,O,4,MOR,P,2,UTR,O,1,UTR,P,1,MOR,O,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jeff,Varner,,Jeff Varner,M,34,Game Changers,All Returnee,Y,Y,Seduce and Destroy,14,0,MOR,O,3,MOR,O,3,MOR,O,3,MOR,O,3,MOR,O,3,CP,O,4,CP,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Sandra,Diaz-Twine,,Sandra Diaz-Twine,F,34,Game Changers,All Returnee,Y,Y,Mommy Dearest,15,0,CP,O,5,CP,M,5,OTT,N,4,CP,N,4,CP,M,5,CP,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
J.T.,Thomas,,J.T. Thomas,M,34,Game Changers,All Returnee,Y,Y,Good Ol' Boy,16,0,UTR,O,2,MOR,O,3,CP,P,5,CP,O,5,OTT,M,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Malcolm,Freberg,,Malcolm Freberg,M,34,Game Changers,All Returnee,Y,Y,John McClane,17,0,CP,O,4,CP,O,3,CP,P,4,CP,O,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Caleb,Reynolds,,Caleb Reynolds,M,34,Game Changers,All Returnee,Y,Y,Good Ol' Boy,18,0,MOR,O,3,CP,O,4,MOR,O,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Tony,Vlachos,,Tony Vlachos,M,34,Game Changers,All Returnee,Y,Y,Heisenberg,19,0,OTT,N,5,CP,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Ciera,Eastin,,Ciera Eastin,F,34,Game Changers,All Returnee,Y,Y,Chelsea Handler,20,0,CP,N,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Ben,Driebergen,,Ben Driebergen,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Good Ol' Boy,1,1,CP,O,4,CP,O,3,CP,O,2,CP,O,3,CP,P,3,CP,O,3,CP,O,5,CP,M,5,CP,N,5,CP,P,4,MOR,O,4,CP,N,4,CP,M,5,CP,P,4,,,
Chrissy,Hofbeck,,Chrissy Hofbeck,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Mommy Dearest,2,0,MOR,O,4,CP,O,4,UTR,O,1,CP,P,3,CP,N,5,CP,O,3,CP,O,4,MOR,O,3,MOR,O,3,MOR,N,3,OTT,M,4,CP,N,4,CP,O,3,CP,P,4,,,
Ryan,Ulrich,,Ryan Ulrich,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Know-It-All,3,0,CP,O,5,CP,O,5,CP,O,5,MOR,P,2,CP,P,4,CP,M,5,MOR,O,3,CP,O,3,CP,O,3,MOR,N,3,CP,N,3,UTR,O,2,UTR,N,2,MOR,N,2,,,
Devon,Pinto,,Devon Pinto,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Surfer Dude,4,0,MOR,O,2,UTR,O,2,MOR,O,3,CP,O,4,CP,O,2,MOR,O,2,CP,O,3,MOR,P,3,MOR,P,2,CP,O,3,CP,O,5,MOR,O,2,CP,O,3,CP,O,3,,,
Mike,Zahalsky,,Mike Zahalsky,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Mr. Miyagi,5,0,CP,O,4,UTR,O,1,UTR,O,1,MOR,O,2,MOR,P,3,MOR,P,3,CP,O,4,MOR,O,2,CP,O,4,CP,M,4,MOR,O,3,MOR,O,3,MOR,O,2,MOR,O,2,,,
Ashley,Nolan,,Ashley Nolan,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,G.I. Jane,6,0,CP,O,4,MOR,O,2,CP,O,2,CP,O,4,CP,O,3,CP,O,2,UTR,O,2,UTR,O,1,MOR,O,3,MOR,O,2,CP,O,3,MOR,O,2,MOR,O,3,E,E,0,,,
Lauren,Rimmer,,Lauren Rimmer,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,I Can See Your Periscope,7,0,UTR,O,2,MOR,O,4,CP,M,5,CP,O,3,UTR,O,2,UTR,O,2,MOR,O,3,CP,O,3,MOR,P,2,CP,P,5,MOR,O,2,MOR,O,4,E,E,0,E,E,0,,,
Joe,Mena,,Joe Mena,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Heisenberg,8,0,CP,N,3,CP,O,4,MOR,N,3,CP,N,5,UTR,M,2,CP,P,3,CP,N,4,CP,N,5,CP,M,4,OTT,M,2,OTT,O,3,E,E,0,E,E,0,E,E,0,,,
JP,Hilsabeck,,JP Hilsabeck,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Alpha Male Control Freak,9,0,MOR,O,3,CP,M,2,UTR,M,1,UTR,O,1,UTR,O,2,MOR,M,3,INV,O,1,UTR,O,1,UTR,O,1,UTR,O,1,E,E,0,E,E,0,E,E,0,E,E,0,,,
Cole,Medders,,Cole Medders,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Ponyboy,10,0,UTR,P,2,MOR,P,3,CP,M,4,CP,N,3,OTT,N,2,OTT,N,3,CP,N,4,MOR,N,4,UTR,O,2,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Desi,Williams,,Desi Williams,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Siren,11,0,UTR,O,2,UTR,O,1,UTR,O,2,CP,P,3,UTR,P,2,MOR,O,2,UTR,O,1,UTR,O,2,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jessica,Johnston,,Jessica Johnston,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Erin Brockovich,12,0,UTR,O,2,UTR,P,1,CP,P,4,CP,P,5,CP,O,2,MOR,O,3,CP,O,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Ali,Elliott,,Ali Elliott,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Little Red Riding Hood,13,0,CP,O,3,CP,O,5,CP,O,4,UTR,O,1,CP,O,4,CP,O,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Roark,Luskin,,Roark Luskin,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Chelsea Handler,14,0,UTR,O,2,INV,O,1,UTR,O,2,UTR,O,2,CP,O,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Alan,Ball,,Alan Ball,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,True Grit,15,0,OTT,N,5,UTR,O,2,OTT,N,2,CP,N,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Patrick,Bolton,,Patrick Bolton,M,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,John McClane,16,0,MOR,O,2,OTT,N,5,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Simone,Nguyen,,Simone Nguyen,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Secretly Smart Bikini Babe,17,0,INV,O,1,OTT,M,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Katrina,Radke,,Katrina Radke,F,35,Heroes vs. Healers vs. Hustlers,Newbie,N,N,Crazy Cat Lady,18,0,UTR,O,2,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Wendell,Holland,,Wendell Holland,M,36,Survivor: Ghost Island,Newbie,N,N,Alpha Male Control Freak,1,1,CP,O,3,INV,O,1,MOR,O,4,MOR,O,3,UTR,O,1,MOR,P,3,CP,P,4,CP,O,4,CP,O,5,UTR,O,1,MOR,O,3,CP,M,4,CP,O,3,CP,O,4,,,
Domenick,Abbate,,Domenick Abbate,M,36,Survivor: Ghost Island,Newbie,N,N,Heisenberg,2,0,CP,M,5,CP,M,5,CP,N,4,CP,O,5,UTR,O,1,CP,O,4,CP,O,5,CP,N,5,MOR,O,3,CP,O,4,CP,O,5,CP,O,4,CP,O,5,CP,O,5,,,
Laurel,Johnson,,Laurel Johnson,F,36,Survivor: Ghost Island,Newbie,N,N,Meredith Grey,3,0,UTR,O,2,UTR,O,2,UTR,O,1,CP,P,3,UTR,O,2,CP,O,3,INV,O,1,UTR,O,2,CP,O,4,CP,O,4,MOR,O,3,CP,O,3,CP,O,3,CP,O,3,,,
Angela,Perkins,,Angela Perkins,F,36,Survivor: Ghost Island,Newbie,N,N,I Can See Your Periscope,4,0,INV,O,1,INV,O,1,CP,O,4,UTR,O,2,INV,O,1,CP,M,4,UTR,O,1,UTR,O,1,CP,P,4,MOR,O,3,UTR,O,1,UTR,O,2,UTR,O,1,MOR,O,2,,,
Donathan,Hurley,,Donathan Hurley,M,36,Survivor: Ghost Island,Newbie,N,N,Good Ol' Boy,5,0,CP,P,5,OTT,P,4,UTR,O,2,MOR,O,2,OTT,P,4,UTR,O,2,MOR,P,4,UTR,O,1,MOR,O,3,MOR,O,3,CP,O,4,CP,O,3,OTT,N,5,CP,O,3,,,
Sebastian,Noel,,Sebastian Noel,M,36,Survivor: Ghost Island,Newbie,N,N,Surfer Dude,6,0,MOR,O,3,INV,O,1,UTR,O,2,MOR,O,3,OTT,O,3,OTT,O,3,INV,O,1,UTR,O,1,UTR,O,1,OTT,O,2,UTR,O,2,UTR,O,1,MOR,O,2,CP,O,2,,,
Kellyn,Bechtold,,Kellyn Bechtold,F,36,Survivor: Ghost Island,Newbie,N,N,Chelsea Handler,7,0,MOR,O,2,INV,O,1,MOR,O,2,CP,P,5,MOR,O,3,CP,O,4,CP,O,4,MOR,O,3,MOR,O,2,CP,N,4,OTT,N,4,CP,M,5,CP,P,3,E,E,0,,,
Chelsea,Townsend,,Chelsea Townsend,F,36,Survivor: Ghost Island,Newbie,N,N,Little Red Riding Hood,8,0,INV,O,1,INV,O,1,INV,O,1,MOR,O,3,UTR,O,2,UTR,P,2,MOR,O,4,UTR,O,1,UTR,O,2,UTR,O,1,UTR,O,2,UTR,O,3,E,E,0,E,E,0,,,
Michael,Yerger,,Michael Yerger,M,36,Survivor: Ghost Island,Newbie,N,N,John McLane,9,0,CP,O,3,MOR,O,3,MOR,O,3,CP,O,5,CP,P,5,MOR,O,4,CP,O,4,MOR,O,2,CP,O,4,MOR,O,4,CP,O,3,E,E,0,E,E,0,E,E,0,,,
Jenna,Bowman,,Jenna Bowman,F,36,Survivor: Ghost Island,Newbie,N,N,Secretly Smart Bikini Babe,10,0,UTR,O,2,MOR,O,3,MOR,O,2,UTR,O,1,CP,O,4,UTR,O,2,INV,O,1,MOR,O,2,MOR,O,2,UTR,O,2,MOR,N,3,E,E,0,E,E,0,E,E,0,,,
Desiree,Afuye,,Desiree Afuye,F,36,Survivor: Ghost Island,Newbie,N,N,G.I. Jane,11,0,UTR,O,1,INV,O,1,UTR,O,1,UTR,O,2,MOR,O,3,MOR,M,4,OTT,O,3,MOR,O,2,UTR,O,1,CP,N,5,E,E,0,E,E,0,E,E,0,E,E,0,,,
Libby,Vincek,,Libby Vincek,F,36,Survivor: Ghost Island,Newbie,N,N,Siren,12,0,INV,O,1,UTR,O,1,CP,P,5,INV,O,1,INV,O,1,UTR,N,1,MOR,O,3,MOR,O,3,CP,O,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Chris,Noble,,Chris Noble,M,36,Survivor: Ghost Island,Newbie,N,N,The Specialist,13,0,MOR,N,3,MOR,O,3,CP,M,5,MOR,N,3,OTT,M,5,OTT,N,3,UTR,O,2,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Bradley,Kleihege,,Bradley Kleihege,M,36,Survivor: Ghost Island,Newbie,N,N,Know-It-All,14,0,INV,O,1,INV,O,1,UTR,N,2,OTT,N,4,CP,O,4,MOR,N,3,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
James,Lim,,James Lim,M,36,Survivor: Ghost Island,Newbie,N,N,Seduce and Destroy,15,0,UTR,O,2,MOR,N,3,CP,O,4,UTR,O,1,UTR,O,2,CP,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Stephanie,Johnson,,Stephanie Johnson,F,36,Survivor: Ghost Island,Newbie,N,N,Lady Gaga,16,0,CP,O,4,CP,O,5,CP,O,4,OTT,P,3,OTT,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Brendan,Shapiro,,Brendan Shapiro,M,36,Survivor: Ghost Island,Newbie,N,N,True Grit,17,0,MOR,O,3,CP,O,3,MOR,O,3,MOR,O,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Morgan,Ricke,,Morgan Ricke,F,36,Survivor: Ghost Island,Newbie,N,N,Erin Brokovich,18,0,UTR,P,1,MOR,O,3,CP,O,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jacob,Derwin,,Jacob Derwin,M,36,Survivor: Ghost Island,Newbie,N,N,Ponyboy,19,0,OTT,N,5,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Stephanie,Gonzalez,,Stephanie Gonzalez,F,36,Survivor: Ghost Island,Newbie,N,N,Oh No You Didn't!,20,0,MOR,N,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Nick,Wilson,,Nick Wilson,M,37,Survivor: David vs. Goliath,Newbie,N,N,Good Ol' Boy,1,1,CP,M,4,CP,P,4,CP,O,3,CP,P,3,CP,P,4,CP,O,5,UTR,O,2,CP,O,5,MOR,O,3,CP,O,4,UTR,O,1,CP,N,5,CP,O,3,CP,M,4,,,
