FirstName,LastName,Nickname,Name,Sex,SeasonNumber,SeasonName,SeasonType,ReturneeFlag,ReturneeSeasonFlag,Archetype,Placement,Winner,week1_rating,week1_tone,week1_visibility,week2_rating,week2_tone,week2_visibility,week3_rating,week3_tone,week3_visibility,week4_rating,week4_tone,week4_visibility,week5_rating,week5_tone,week5_visibility,week6_rating,week6_tone,week6_visibility,week7_rating,week7_tone,week7_visibility,week8_rating,week8_tone,week8_visibility,week9_rating,week9_tone,week9_visibility,week10_rating,week10_tone,week10_visibility,week11_rating,week11_tone,week11_visibility,week12_rating,week12_tone,week12_visibility,week13_rating,week13_tone,week13_visibility,week14_rating,week14_tone,week14_visibility,week15_rating,week15_tone,week15_visibility
Mike,White,,Mike White,M,37,Survivor: David vs. Goliath,Newbie,N,N,Mr. Miyagi,2,0,CP,N,4,MOR,O,2,CP,O,3,CP,O,3,MOR,O,3,CP,P,5,CP,O,2,CP,O,4,MOR,O,2,UTR,O,1,CP,O,4,UTR,O,2,CP,O,3,CP,M,4,,,
Angelina,Keeley,,Angelina Keeley,F,37,Survivor: David vs. Goliath,Newbie,N,N,Meredith Grey,3,0,MOR,O,3,MOR,O,2,CP,O,4,UTR,O,2,CP,M,5,CP,N,5,CP,N,5,CP,N,5,UTR,O,1,MOR,O,3,MOR,M,4,MOR,O,3,OTT,N,3,OTT,N,5,,,
Kara,Kay,,Kara Kay,F,37,Survivor: David vs. Goliath,Newbie,N,N,Siren,4,0,MOR,P,2,CP,O,3,UTR,O,2,MOR,O,4,CP,O,4,UTR,O,2,MOR,O,3,UTR,O,1,CP,O,5,MOR,O,2,CP,O,3,UTR,O,2,MOR,O,3,MOR,O,2,,,
Alison,Raybould,,Alison Raybould,F,37,Survivor: David vs. Goliath,Newbie,N,N,Erin Brokovich,5,0,MOR,O,2,UTR,O,1,UTR,O,2,INV,O,1,UTR,O,2,CP,O,3,UTR,P,2,UTR,O,1,CP,O,4,UTR,O,2,MOR,O,3,UTR,O,2,MOR,O,2,MOR,O,2,,,
Davie,Rickenbacker,,Davie Rickenbacker,M,37,Survivor: David vs. Goliath,Newbie,N,N,Ponyboy,6,0,OTT,P,2,OTT,P,3,MOR,O,2,CP,O,5,UTR,O,2,UTR,O,2,INV,O,1,MOR,O,4,OTT,O,2,UTR,O,2,OTT,O,2,CP,O,3,CP,O,5,UTR,O,1,,,
Christian,Hubicki,,Christian Hubicki,M,37,Survivor: David vs. Goliath,Newbie,N,N,Know-It-All,7,0,OTT,P,4,CP,O,5,MOR,P,2,CP,P,4,OTT,P,2,MOR,P,4,MOR,P,3,MOR,P,4,CP,O,4,CP,P,5,MOR,O,3,CP,P,4,UTR,O,2,E,E,0,,,
Gabby,Pascuzzi,,Gabby Pascuzzi,F,37,Survivor: David vs. Goliath,Newbie,N,N,Chelsea Handler,8,0,CP,P,4,MOR,O,3,MOR,M,3,OTT,O,3,MOR,O,2,CP,P,3,CP,O,3,UTR,O,1,CP,O,3,MOR,P,3,CP,O,3,CP,O,4,E,E,0,E,E,0,,,
Carl,Boudreaux,,Carl Boudreaux,M,37,Survivor: David vs. Goliath,Newbie,N,N,True Grit,9,0,CP,O,3,MOR,O,2,OTT,P,2,MOR,O,3,UTR,O,1,MOR,O,2,OTT,O,2,UTR,O,2,OTT,N,4,OTT,N,4,E,E,0,E,E,0,E,E,0,E,E,0,,,
Alec,Merlino,,Alec Merlino,M,37,Survivor: David vs. Goliath,Newbie,N,N,Surfer Dude,10,0,UTR,O,1,UTR,O,2,UTR,O,1,CP,O,5,UTR,O,2,INV,O,1,CP,O,5,CP,O,3,CP,O,4,CP,P,5,E,E,0,E,E,0,E,E,0,E,E,0,,,
Dan,Rengering,,Dan Rengering,M,37,Survivor: David vs. Goliath,Newbie,N,N,Seduce and Destroy,11,0,OTT,P,5,OTT,N,3,UTR,O,2,UTR,O,2,MOR,P,4,UTR,O,2,OTT,N,4,MOR,N,4,MOR,N,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
John,Hannigan,Mayor of Slamtown,John 'Mayor of Slamtown' Hannigan,M,37,Survivor: David vs. Goliath,Newbie,N,N,The Specialist,12,0,OTT,O,3,MOR,O,2,CP,P,4,MOR,O,2,UTR,O,2,UTR,O,1,MOR,O,2,MOR,P,2,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Elizabeth,Olson,,Elizabeth Olson,F,37,Survivor: David vs. Goliath,Newbie,N,N,Mommy Dearest,13,0,MOR,O,3,CP,O,3,UTR,O,1,CP,P,5,CP,O,2,OTT,M,3,CP,M,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Lyrsa,Torres,,Lyrsa Torres,F,37,Survivor: David vs. Goliath,Newbie,N,N,Lady Gaga,14,0,MOR,O,3,CP,M,5,INV,O,1,UTR,O,1,MOR,M,4,MOR,O,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Natalie,Cole,,Natalie Cole,F,37,Survivor: David vs. Goliath,Newbie,N,N,I Can See Your Periscope,15,0,MOR,N,3,OTT,N,5,MOR,N,5,OTT,N,3,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Natalia,Azoqa,,Natalia Azoqa,F,37,Survivor: David vs. Goliath,Newbie,N,N,Oh No You Didn't!,16,0,MOR,O,2,MOR,O,2,MOR,O,3,OTT,N,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Bi,Nguyen,,Bi Nguyen,F,37,Survivor: David vs. Goliath,Newbie,N,N,G.I. Jane,17,0,OTT,P,2,UTR,M,2,MOR,O,4,UTR,P,1,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jeremy,Crawford,,Jeremy Crawford,M,37,Survivor: David vs. Goliath,Newbie,N,N,Social Butterfly (Perez Hilton),18,0,UTR,O,2,CP,O,5,OTT,M,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jessica,Peet,,Jessica Peet,F,37,Survivor: David vs. Goliath,Newbie,N,N,Little Red Riding Hood,19,0,CP,P,3,MOR,M,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Pat,Cusack,,Pat Cusack,M,37,Survivor: David vs. Goliath,Newbie,N,N,Heisenberg,20,0,OTT,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Chris,Underwood,,Chris Underwood,M,38,Survivor: Edge of Extinction,Captains,N,Y,Seduce and Destroy,1,1,UTR,O,1,CP,O,3,CP,O,3,MOR,M,3,MOR,O,3,MOR,O,2,UTR,P,2,UTR,O,1,UTR,P,1,UTR,O,2,INV,O,1,INV,O,1,UTR,P,2,CP,P,5,,,
Gavin,Whitson,,Gavin Whitson,M,38,Survivor: Edge of Extinction,Captains,N,Y,Good Ol' Boy,2,0,MOR,O,2,UTR,O,2,INV,O,1,UTR,O,1,UTR,O,2,MOR,O,2,MOR,O,2,MOR,O,2,CP,O,4,UTR,O,1,CP,O,5,CP,P,5,CP,O,5,MOR,O,3,,,
Julie,Rosenberg,,Julie Rosenberg,F,38,Survivor: Edge of Extinction,Captains,N,Y,Mommy Dearest,3,0,OTT,O,2,MOR,O,3,UTR,O,1,MOR,O,2,CP,O,3,MOR,O,3,CP,P,5,UTR,O,1,OTT,M,5,CP,O,4,CP,O,4,MOR,N,3,MOR,O,3,MOR,M,4,,,
Rick,Devens,,Rick Devens,M,38,Survivor: Edge of Extinction,Captains,N,Y,Mr. Miyagi,4,0,MOR,O,4,CP,P,4,CP,O,5,CP,P,5,MOR,O,3,MOR,O,2,CP,P,5,OTT,N,4,CP,O,5,MOR,O,4,CP,M,4,CP,M,5,CP,M,5,OTT,P,5,,,
Lauren,O'Connell,,Lauren O'Connell,F,38,Survivor: Edge of Extinction,Captains,N,Y,Secretly Smart Bikini Babe,5,0,MOR,O,3,MOR,P,3,UTR,O,2,CP,P,4,MOR,P,2,CP,P,4,UTR,O,2,OTT,P,3,CP,O,2,UTR,O,1,CP,O,5,CP,O,3,CP,O,5,CP,M,4,,,
Victoria,Baamonde,,Victoria Baamonde,F,38,Survivor: Edge of Extinction,Captains,N,Y,Chelsea Handler,6,0,UTR,O,1,CP,O,4,CP,O,3,MOR,O,2,CP,O,5,CP,O,4,CP,O,3,UTR,O,2,MOR,O,2,MOR,O,3,MOR,O,3,CP,O,4,CP,O,3,CP,O,3,,,
Aurora,McCreary,,Aurora McCreary,F,38,Survivor: Edge of Extinction,Captains,N,Y,Meredith Grey,7,0,UTR,O,2,UTR,O,1,UTR,O,1,UTR,O,1,UTR,O,1,UTR,O,1,UTR,O,1,CP,M,4,OTT,O,3,CP,P,4,CP,M,4,OTT,O,4,CP,P,4,UTR,O,1,,,
Ron,Clark,,Ron Clark,M,38,Survivor: Edge of Extinction,Captains,N,Y,Alpha Male Control Freak,8,0,MOR,O,3,OTT,O,2,UTR,O,1,CP,O,4,MOR,O,2,INV,O,1,CP,O,4,OTT,N,4,MOR,O,3,CP,O,4,CP,N,5,CP,N,5,INV,O,1,UTR,O,1,,,
Dan,DaSilva,The Wardog,Dan 'The Wardog' DaSilva,M,38,Survivor: Edge of Extinction,Captains,N,Y,Heisenberg,9,0,MOR,O,4,CP,O,4,CP,O,5,CP,O,4,MOR,O,2,OTT,N,4,UTR,O,1,CP,O,4,CP,O,3,CP,O,5,CP,N,5,INV,O,1,UTR,O,1,UTR,O,1,,,
Kelley,Wentworth,,Kelley Wentworth,F,38,Survivor: Edge of Extinction,Captains,Y,Y,Siren,10,0,CP,O,4,CP,M,5,CP,O,4,CP,O,4,CP,O,3,CP,O,5,CP,N,5,CP,O,3,CP,O,3,CP,O,4,OTT,P,3,INV,O,1,UTR,O,1,UTR,P,1,,,
David,Wright,,David Wright,M,38,Survivor: Edge of Extinction,Captains,Y,Y,Social Butterfly (Perez Hilton),11,0,MOR,P,3,CP,O,5,CP,O,5,MOR,O,3,MOR,O,3,CP,O,5,UTR,O,2,CP,O,5,CP,O,4,CP,M,5,INV,O,1,INV,O,1,UTR,P,2,UTR,P,1,,,
Julia,Carter,,Julia Carter,F,38,Survivor: Edge of Extinction,Captains,N,Y,Little Red Riding Hood,12,0,UTR,O,1,UTR,O,1,INV,O,1,UTR,O,1,MOR,O,2,MOR,O,2,UTR,O,2,CP,O,4,CP,N,5,UTR,O,1,INV,O,1,UTR,O,1,UTR,P,2,UTR,P,1,,,
Eric,Hafemann,,Eric Hafemann,M,38,Survivor: Edge of Extinction,Captains,N,Y,John McLane,13,0,CP,O,3,UTR,O,2,INV,O,1,MOR,O,3,MOR,O,3,CP,O,4,UTR,O,2,MOR,O,3,MOR,P,3,UTR,O,1,INV,O,1,INV,O,1,UTR,O,2,UTR,P,1,,,
Joe,Anglim,,Joe Anglim,M,38,Survivor: Edge of Extinction,Captains,Y,Y,Surfer Dude,14,0,CP,P,3,UTR,O,1,MOR,O,2,CP,O,2,UTR,P,2,OTT,P,4,MOR,N,3,OTT,P,2,MOR,O,2,INV,O,1,UTR,O,1,INV,O,1,UTR,P,2,UTR,P,1,,,
Aubry,Bracco,,Aubry Bracco,F,38,Survivor: Edge of Extinction,Captains,Y,Y,Chelsea Handler,15,0,MOR,O,2,OTT,N,3,OTT,P,3,MOR,O,2,CP,M,5,MOR,O,3,MOR,P,2,MOR,O,3,UTR,O,1,UTR,O,1,UTR,O,1,INV,O,1,UTR,O,1,UTR,P,1,,,
Reem,Daly,,Reem Daly,F,38,Survivor: Edge of Extinction,Captains,N,Y,I Can See Your Periscope,18,0,OTT,M,5,OTT,P,3,MOR,O,3,MOR,O,3,UTR,O,2,OTT,N,3,UTR,P,2,MOR,O,2,UTR,O,1,INV,O,1,OTT,P,3,UTR,O,1,MOR,P,2,UTR,P,1,,,
Wendy,Diaz,,Wendy Diaz,F,38,Survivor: Edge of Extinction,Captains,N,Y,Lady Gaga,19,0,OTT,M,5,CP,O,3,OTT,M,5,OTT,M,5,MOR,O,3,OTT,O,3,UTR,P,2,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Keith,Sowell,,Keith Sowell,M,38,Survivor: Edge of Extinction,Captains,N,Y,Ponyboy,20,0,OTT,P,4,MOR,N,4,MOR,O,2,MOR,O,3,OTT,N,3,MOR,O,2,UTR,P,2,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Tommy,Sheehan,,Tommy Sheehan,M,39,Survivor: Island of the Idols,Newbie,N,N,John McLane,1,1,CP,O,3,CP,O,4,CP,O,3,MOR,O,2,MOR,O,3,UTR,O,2,MOR,O,3,CP,O,4,MOR,O,2,MOR,O,3,CP,O,4,CP,O,3,CP,O,4,CP,O,5,,,
Dean,Kowalski,,Dean Kowalski,M,39,Survivor: Island of the Idols,Newbie,N,N,Seduce and Destroy,2,0,UTR,O,1,INV,O,1,OTT,N,2,OTT,M,3,CP,M,5,MOR,O,2,OTT,M,3,MOR,O,2,UTR,O,2,CP,O,2,OTT,O,4,CP,O,3,CP,M,4,CP,M,5,,,
Noura,Salman,,Noura Salman,F,39,Survivor: Island of the Idols,Newbie,N,N,Crazy Cat Lady,3,0,MOR,O,2,OTT,M,5,UTR,N,1,OTT,N,5,MOR,P,3,CP,N,2,OTT,N,5,UTR,O,2,UTR,O,1,CP,O,3,MOR,O,2,OTT,N,5,OTT,M,2,OTT,N,4,,,
Lauren,Beck,,Lauren Beck,F,39,Survivor: Island of the Idols,Newbie,N,N,Lady Gaga,4,0,UTR,O,2,CP,O,3,INV,O,1,MOR,O,3,UTR,O,2,OTT,O,3,CP,O,4,MOR,O,3,UTR,N,2,UTR,O,2,CP,O,5,MOR,O,3,CP,O,3,OTT,O,3,,,
Janet,Carbin,,Janet Carbin,F,39,Survivor: Island of the Idols,Newbie,N,N,Tough Old Broad,5,0,OTT,P,3,UTR,O,2,UTR,O,2,INV,O,1,MOR,O,3,INV,O,1,CP,P,4,CP,P,4,CP,P,5,OTT,P,4,UTR,O,1,UTR,O,2,MOR,P,3,MOR,P,2,,,
Dan,Spilo,,Dan Spilo,M,39,Survivor: Island of the Idols,Newbie,N,N,Mr. Miyagi,6,0,CP,N,3,UTR,O,2,CP,N,3,UTR,O,3,UTR,O,2,UTR,N,2,OTT,N,1,CP,N,4,OTT,N,5,MOR,O,3,MOR,O,2,MOR,N,2,UTR,N,1,E,E,0,,,
Elaine,Stott,,Elaine Stott,F,39,Survivor: Island of the Idols,Newbie,N,N,I Can See Your Periscope,7,0,CP,P,5,UTR,O,1,UTR,O,1,MOR,O,4,MOR,P,3,OTT,P,5,UTR,O,1,UTR,O,1,UTR,N,1,CP,P,3,MOR,O,2,MOR,O,3,CP,P,4,E,E,0,,,
Karishma,Patel,,Karishma Patel,F,39,Survivor: Island of the Idols,Newbie,N,N,Meredith Grey,8,0,MOR,P,3,INV,O,1,OTT,M,5,OTT,M,4,CP,M,5,INV,O,1,UTR,O,2,UTR,O,2,UTR,O,2,CP,M,5,CP,M,4,MOR,O,3,E,E,0,E,E,0,,,
Elizabeth,Beisel,,Elizabeth Beisel,F,39,Survivor: Island of the Idols,Newbie,N,N,Erin Brokovich,9,0,CP,O,5,INV,O,1,MOR,O,3,CP,O,3,UTR,O,1,CP,O,4,UTR,O,1,CP,N,3,MOR,N,3,UTR,O,2,MOR,O,2,E,E,0,E,E,0,E,E,0,,,
Missy,Byrd,,Missy Byrd,F,39,Survivor: Island of the Idols,Newbie,N,N,G.I. Jane,10,0,CP,P,3,CP,O,2,CP,O,3,CP,O,5,MOR,O,3,MOR,O,3,CP,O,3,CP,O,4,MOR,N,2,CP,N,5,E,E,0,E,E,0,E,E,0,E,E,0,,,
Aaron,Meredith,,Aaron Meredith,M,39,Survivor: Island of the Idols,Newbie,N,N,Alpha Male Control Freak,11,0,MOR,O,4,OTT,N,3,MOR,O,4,CP,N,4,CP,O,4,CP,O,4,UTR,O,1,UTR,O,1,OTT,N,2,MOR,O,2,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jamal,Shipman,,Jamal Shipman,M,39,Survivor: Island of the Idols,Newbie,N,N,Ponyboy,12,0,UTR,O,2,OTT,N,3,CP,O,3,CP,O,4,MOR,O,2,CP,P,4,CP,M,4,MOR,O,3,CP,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Kellee,Kim,,Kellee Kim,F,39,Survivor: Island of the Idols,Newbie,N,N,Little Red Riding Hood,13,0,CP,O,3,CP,P,5,UTR,O,1,MOR,O,2,CP,O,3,UTR,O,1,CP,O,5,CP,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jack,Nichting,,Jack Nichting,M,39,Survivor: Island of the Idols,Newbie,N,N,Surfer Dude,14,0,CP,P,2,MOR,O,2,UTR,O,2,INV,O,1,UTR,O,2,CP,P,3,MOR,P,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Jason,Linden,,Jason Linden,M,39,Survivor: Island of the Idols,Newbie,N,N,Know-It-All,15,0,OTT,M,2,CP,O,5,UTR,O,2,MOR,O,2,UTR,O,2,OTT,O,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Tom,Laidlaw,,Tom Laidlaw,M,39,Survivor: Island of the Idols,Newbie,N,N,True Grit,16,0,MOR,P,4,UTR,O,2,OTT,M,4,UTR,O,1,OTT,O,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Chelsea,Walker,,Chelsea Walker,F,39,Survivor: Island of the Idols,Newbie,N,N,Chelsea Handler,17,0,UTR,O,2,MOR,P,3,MOR,O,2,MOR,O,3,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Vince,Moua,,Vince Moua,M,39,Survivor: Island of the Idols,Newbie,N,N,Social Butterfly (Perez Hilton),18,0,CP,P,3,OTT,O,2,OTT,P,5,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Molly,Byman,,Molly Byman,F,39,Survivor: Island of the Idols,Newbie,N,N,Secretly Smart Bikini Babe,19,0,MOR,O,3,MOR,N,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Ronnie,Bardah,,Ronnie Bardah,M,39,Survivor: Island of the Idols,Newbie,N,N,Heisenberg,20,0,MOR,N,4,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,E,E,0,,,
Natalie,Anderson,,Natalie Anderson,F,40,Survivor: Winners at War,All Returnee,Y,Y,Oh No You Didn't!,,,MOR,O,3,CP,O,3,CP,P,3,CP,P,3,INV,O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyson,Apostol,,Tyson Apostol,M,40,Survivor: Winners at War,All Returnee,Y,Y,Surfer Dude,,,CP,P,3,MOR,O,2,MOR,O,3,CP,M,5,INV,O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danni,Boatwright,,Danni Boatwright,F,40,Survivor: Winners at War,All Returnee,Y,Y,Erin Brockovich,,,MOR,O,2,OTT,N,3,MOR,O,2,MOR,O,2,INV,O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sophie,Clarke,,Sophie Clarke,F,40,Survivor: Winners at War,All Returnee,Y,Y,Chelsea Handler,,,CP,O,3,CP,O,3,UTR,O,1,MOR,O,2,CP,P,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy,Collins,,Jeremy Collins,M,40,Survivor: Winners at War,All Returnee,Y,Y,John McClane,,,MOR,O,3,MOR,O,3,MOR,O,3,MOR,O,3,MOR,O,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,Diaz-Twine,,Sandra Diaz-Twine,F,40,Survivor: Winners at War,All Returnee,Y,Y,Mommy Dearest,,,CP,O,4,UTR,O,1,CP,P,3,CP,O,4,UTR,O,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben,Driebergen,,Ben Driebergen,M,40,Survivor: Winners at War,All Returnee,Y,Y,Good Ol' Boy,,,MOR,N,3,CP,M,4,MOR,O,3,MOR,O,2,MOR,O,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michele,Fitzgerald,,Michele Fitzgerald,F,40,Survivor: Winners at War,All Returnee,Y,Y,Lady Gaga,,,UTR,O,2,UTR,O,2,CP,O,4,MOR,P,3,CP,O,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell,Holland,,Wendell Holland,M,40,Survivor: Winners at War,All Returnee,Y,Y,Alpha Male Control Freak,,,MOR,O,3,UTR,O,2,UTR,O,1,UTR,O,2,MOR,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam,Klein,,Adam Klein,M,40,Survivor: Winners at War,All Returnee,Y,Y,Ponyboy,,,MOR,M,3,CP,O,4,CP,N,5,CP,M,4,MOR,O,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yul,Kwon,,Yul Kwon,M,40,Survivor: Winners at War,All Returnee,Y,Y,Seduce and Destroy,,,CP,O,4,MOR,O,2,CP,O,3,MOR,O,3,OTT,P,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Lacina,,Sarah Lacina,F,40,Survivor: Winners at War,All Returnee,Y,Y,Meredith Grey,,,UTR,O,2,MOR,O,2,CP,O,4,CP,O,3,CP,O,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber,Mariano,,Amber Mariano,F,40,Survivor: Winners at War,All Returnee,Y,Y,Little Red Riding Hood,,,MOR,P,3,MOR,O,2,MOR,O,2,MOR,P,3,INV,O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob,Mariano,Boston Rob,Rob 'Boston Rob' Mariano,M,40,Survivor: Winners at War,All Returnee,Y,Y,John McClane,,,CP,O,4,CP,O,5,CP,O,4,CP,O,3,CP,N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvati,Shallow,,Parvati Shallow,F,40,Survivor: Winners at War,All Returnee,Y,Y,Siren,,,CP,P,4,MOR,O,3,MOR,O,3,MOR,O,2,CP,O,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,Spradlin-Wolfe,,Kim Spradlin-Wolfe,F,40,Survivor: Winners at War,All Returnee,Y,Y,Erin Brockovich,,,MOR,O,2,CP,M,3,INV,O,1,UTR,O,1,MOR,O,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denise,Stapley,,Denise Stapley,F,40,Survivor: Winners at War,All Returnee,Y,Y,Tough Old Broad,,,MOR,O,2,MOR,O,3,MOR,O,3,UTR,O,1,MOR,O,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony,Vlachos,,Tony Vlachos,M,40,Survivor: Winners at War,All Returnee,Y,Y,Heisenberg,,,CP,O,3,OTT,O,4,OTT,O,3,CP,O,3,MOR,O,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick,Wilson,,Nick Wilson,M,40,Survivor: Winners at War,All Returnee,Y,Y,Good Ol' Boy,,,UTR,O,2,INV,O,1,UTR,O,2,MOR,O,3,MOR,O,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan,Zohn,,Ethan Zohn,M,40,Survivor: Winners at War,All Returnee,Y,Y,Surfer Dude,,,CP,P,3,MOR,O,3,MOR,O,3,OTT,P,4,INV,O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
